,gender,age_range,age,race,charges,prior_arrest,compas_score,score_numeric
9333,Male,25 - 45,35,African-American,Felony Driving While Lic Suspd,11,Medium,3
9334,Male,Greater than 45,46,African-American,Battery,3,Medium,7
9335,Male,Greater than 45,61,African-American,Possession of Cocaine,8,Low,1
9336,Male,25 - 45,26,African-American,Driving While License Revoked,5,Low,5
9337,Male,25 - 45,44,Caucasian,Burglary Dwelling Occupied,1,Medium,2
9338,Female,25 - 45,34,African-American,Battery,0,Low,1
9339,Male,25 - 45,29,Caucasian,Grand Theft in the 3rd Degree,1,Low,2
9340,Female,Less than 25,23,African-American,arrest case no charge,1,Medium,5
9341,Male,Less than 25,20,Hispanic,arrest case no charge,1,High,8
9342,Male,Less than 25,20,Caucasian,Battery,0,Low,6
9343,Male,25 - 45,29,African-American,Susp Drivers Lic 1st Offense,8,High,4
9344,Male,Greater than 45,48,African-American,Possession of Cocaine,5,Low,3
9345,Male,Greater than 45,77,Caucasian,,0,Low,1
9346,Female,25 - 45,31,African-American,Leaving Acc/Unattended Veh,0,Medium,4
9347,Male,25 - 45,34,African-American,,0,Low,2
9348,Male,Less than 25,21,Caucasian,arrest case no charge,2,Medium,5
9349,Male,25 - 45,28,Hispanic,Possession of Hydrocodone,5,Medium,4
9350,Male,25 - 45,34,Caucasian,Driving While License Revoked,4,Medium,6
9351,Male,Greater than 45,54,African-American,Possession of Cocaine,21,Medium,1
9352,Male,Less than 25,20,Caucasian,Grand Theft (Motor Vehicle),4,High,10
9353,Male,25 - 45,31,Caucasian,Stalking (Aggravated),1,Low,3
9354,Male,Less than 25,22,Caucasian,DUI - Enhanced,0,Low,5
9355,Male,Greater than 45,45,Hispanic,Possession of Methadone,3,Medium,4
9356,Male,25 - 45,25,African-American,Possess Cannabis/20 Grams Or Less,1,High,9
9357,Male,25 - 45,36,African-American,Battery,6,Low,1
9358,Male,25 - 45,34,African-American,False Imprisonment,9,Medium,6
9359,Male,25 - 45,36,Caucasian,Susp Drivers Lic 1st Offense,3,Low,2
9360,Male,25 - 45,27,Other,Possession of Cocaine,0,High,7
9361,Male,25 - 45,36,African-American,arrest case no charge,12,High,10
9362,Male,Greater than 45,50,Caucasian,Battery,0,Low,1
9363,Male,25 - 45,32,African-American,Possession of Cannabis,3,High,3
9364,Male,Greater than 45,50,African-American,Battery,15,High,4
9365,Male,Greater than 45,47,Native American,Possession of Cocaine,22,High,5
9366,Female,Greater than 45,49,Other,Battery,0,Low,1
9367,Female,25 - 45,25,African-American,Felony Battery w/Prior Convict,7,High,10
9368,Male,25 - 45,39,Hispanic,Battery,4,Low,1
9369,Male,25 - 45,31,African-American,Driving License Suspended,1,Low,2
9370,Male,Greater than 45,49,African-American,Grand Theft in the 3rd Degree,10,Low,2
9371,Male,25 - 45,40,African-American,arrest case no charge,16,High,8
9372,Male,Less than 25,21,African-American,arrest case no charge,2,High,9
9373,Male,25 - 45,39,African-American,Viol Prot Injunc Repeat Viol,2,Low,3
9374,Male,25 - 45,32,African-American,Felony Driving While Lic Suspd,7,Medium,7
9375,Female,25 - 45,26,African-American,Uttering a Forged Instrument,5,Medium,5
9376,Male,25 - 45,29,Other,Burglary Dwelling Occupied,0,Low,3
9377,Male,Greater than 45,61,Hispanic,arrest case no charge,0,Low,1
9378,Female,25 - 45,25,Caucasian,Crim Use of Personal ID Info,2,High,7
9379,Female,25 - 45,26,Other,Grand Theft in the 3rd Degree,1,Low,2
9380,Male,25 - 45,38,Caucasian,Driving While License Revoked,5,Low,1
9381,Male,25 - 45,35,Caucasian,Battery,2,Low,2
9382,Male,Less than 25,24,African-American,Grand Theft in the 3rd Degree,2,Medium,7
9383,Male,Greater than 45,50,African-American,arrest case no charge,10,Medium,2
9384,Male,Less than 25,22,African-American,Grand Theft in the 3rd Degree,4,High,9
9385,Male,Greater than 45,55,Other,Uttering Worthless Check +$150,8,Low,1
9386,Male,25 - 45,32,African-American,Felony Battery w/Prior Convict,4,Low,2
9387,Male,25 - 45,29,Caucasian,arrest case no charge,1,Low,3
9388,Male,Greater than 45,46,Caucasian,Possession Of Methamphetamine,0,Low,1
9389,Female,25 - 45,27,African-American,Battery,0,Low,2
9390,Male,25 - 45,32,African-American,Felony Driving While Lic Suspd,6,Low,2
9391,Male,25 - 45,29,African-American,Poss Pyrrolidinovalerophenone,0,Low,2
9392,Male,Greater than 45,53,Caucasian,Battery,1,Medium,5
9393,Female,25 - 45,27,Caucasian,arrest case no charge,1,Medium,5
9394,Male,25 - 45,29,Caucasian,Possession of Cocaine,4,High,7
9395,Male,25 - 45,29,African-American,Aggravated Battery / Pregnant,5,Medium,5
9396,Female,25 - 45,40,Caucasian,Grand Theft in the 3rd Degree,5,Low,1
9397,Male,25 - 45,26,Other,Burglary Unoccupied Dwelling,0,Low,2
9398,Male,Less than 25,23,African-American,Battery,3,Low,3
9399,Male,25 - 45,43,Hispanic,Battery,3,Low,2
9400,Male,Greater than 45,53,African-American,Resist Officer w/Violence,1,Low,1
9401,Male,Less than 25,24,Caucasian,Battery,1,Low,3
9402,Male,25 - 45,33,African-American,Grand Theft (Motor Vehicle),18,High,9
9403,Female,25 - 45,30,African-American,Felony Driving While Lic Suspd,1,Low,2
9404,Male,25 - 45,32,African-American,Assault,1,Medium,3
9405,Female,25 - 45,38,African-American,Grand Theft in the 3rd Degree,7,High,9
9406,Male,Greater than 45,56,Caucasian,False Imprisonment,2,Low,1
9407,Male,25 - 45,40,African-American,Driving While License Revoked,20,Medium,4
9408,Female,Greater than 45,55,Other,Burglary Structure Unoccup,5,Low,1
9409,Male,25 - 45,31,African-American,Battery,7,Medium,5
9410,Male,25 - 45,29,Caucasian,Possession of Cocaine,2,Medium,8
9411,Male,Greater than 45,51,African-American,,0,Low,1
9412,Female,25 - 45,36,African-American,Battery,1,Low,2
9413,Male,25 - 45,34,African-American,Possession of Cannabis,16,High,2
9414,Male,25 - 45,41,Caucasian,Lve/Scen/Acc/Veh/Prop/Damage,1,Low,1
9415,Male,Greater than 45,57,Caucasian,arrest case no charge,7,Low,1
9416,Male,25 - 45,26,African-American,arrest case no charge,1,Medium,4
9417,Male,25 - 45,39,Caucasian,arrest case no charge,2,Medium,3
9418,Male,25 - 45,27,African-American,Aggravated Assault W/Dead Weap,0,Low,4
9419,Male,Greater than 45,45,African-American,Possession of Cocaine,0,Low,1
9420,Male,25 - 45,26,African-American,Driving While License Revoked,2,Low,3
9421,Male,25 - 45,41,Caucasian,,0,Low,1
9422,Male,Greater than 45,64,African-American,Aggrav Battery w/Deadly Weapon,17,High,9
9423,Male,Less than 25,20,Caucasian,Deliver Cannabis,4,Medium,6
9424,Male,Greater than 45,49,Other,Battery,1,Low,1
9425,Female,Greater than 45,48,Caucasian,Grand Theft in the 3rd Degree,0,Low,1
9426,Female,Greater than 45,48,Caucasian,arrest case no charge,1,Low,1
9427,Male,25 - 45,33,Caucasian,Battery on Law Enforc Officer,0,Medium,4
9428,Male,Greater than 45,52,Caucasian,Battery,7,Low,2
9429,Male,Less than 25,22,Hispanic,arrest case no charge,2,Low,5
9430,Male,Greater than 45,57,African-American,Possession of Cocaine,13,Medium,1
9431,Male,25 - 45,41,Hispanic,Driving Under The Influence,1,Low,1
9432,Male,Greater than 45,49,Hispanic,arrest case no charge,3,Low,4
9433,Female,25 - 45,43,African-American,Battery,0,Low,1
9434,Male,25 - 45,35,African-American,Burglary Structure Unoccup,2,Low,1
9435,Male,Less than 25,24,Caucasian,Possession of Cocaine,3,Medium,4
9436,Male,25 - 45,27,African-American,Driving While License Revoked,11,Medium,5
9437,Male,Less than 25,23,Hispanic,Grand Theft in the 3rd Degree,2,High,7
9438,Male,Greater than 45,56,African-American,Aggravated Assault W/dead Weap,28,Medium,4
9439,Male,25 - 45,28,African-American,Poss Cocaine/Intent To Del/Sel,2,Medium,4
9440,Male,Less than 25,21,African-American,Grand Theft in the 3rd Degree,0,Medium,6
9441,Male,25 - 45,33,African-American,Battery,5,High,3
9442,Male,25 - 45,25,African-American,Pos Cannabis W/Intent Sel/Del,1,High,8
9443,Male,25 - 45,36,African-American,arrest case no charge,17,High,5
9444,Female,25 - 45,25,Caucasian,Possession Of Alprazolam,0,Medium,3
9445,Female,25 - 45,29,Caucasian,Battery,0,Low,2
9446,Male,25 - 45,31,Other,Felony Driving While Lic Suspd,3,Medium,3
9447,Male,25 - 45,26,African-American,Uttering a Forged Instrument,0,Low,2
9448,Male,Greater than 45,46,Caucasian,DOC/Cause Public Danger,0,Medium,3
9449,Male,25 - 45,26,African-American,,0,Low,3
9450,Female,Less than 25,24,African-American,arrest case no charge,0,Medium,4
9451,Male,25 - 45,28,African-American,Battery on a Person Over 65,4,Medium,6
9452,Male,25 - 45,28,African-American,Criminal Mischief Damage <$200,12,Medium,3
9453,Male,25 - 45,30,Caucasian,"Del 3,4 Methylenedioxymethcath",2,Medium,6
9454,Male,25 - 45,36,Caucasian,Driving Under The Influence,0,Low,1
9455,Male,Greater than 45,56,Caucasian,Grand Theft in the 3rd Degree,0,Low,1
9456,Male,Less than 25,21,African-American,Att Burgl Unoccupied Dwel,0,Medium,9
9457,Male,25 - 45,27,Caucasian,,0,Low,2
9458,Male,Less than 25,23,African-American,Disorderly Conduct,0,Low,5
9459,Male,Less than 25,24,Other,Possess Cannabis/20 Grams Or Less,0,Low,4
9460,Male,25 - 45,40,Hispanic,Driving Under The Influence,0,Low,3
9461,Male,25 - 45,36,Hispanic,Battery,1,Low,1
9462,Male,Greater than 45,50,Caucasian,Prowling/Loitering,1,Medium,3
9463,Male,25 - 45,33,Hispanic,Leave Acc/Attend Veh/More $50,1,Low,1
9464,Male,Less than 25,24,Caucasian,Battery,0,Low,3
9465,Female,Greater than 45,55,African-American,Aggrav Battery w/Deadly Weapon,2,Low,1
9466,Male,Greater than 45,48,African-American,Battery,1,Low,1
9467,Male,Less than 25,22,African-American,"Poss3,4 Methylenedioxymethcath",0,Medium,8
9468,Male,25 - 45,27,African-American,Resist/Obstruct W/O Violence,0,Low,3
9469,Male,25 - 45,26,African-American,arrest case no charge,12,Medium,4
9470,Male,25 - 45,25,African-American,arrest case no charge,4,Low,5
9471,Female,Greater than 45,58,Caucasian,arrest case no charge,2,Low,1
9472,Male,25 - 45,28,Hispanic,Burglary Conveyance Unoccup,0,Low,2
9473,Male,25 - 45,38,African-American,Grand Theft in the 3rd Degree,14,Medium,3
9474,Male,Less than 25,20,African-American,,0,Medium,9
9475,Male,25 - 45,31,African-American,Driving While License Revoked,1,Low,2
9476,Female,25 - 45,30,African-American,Felony Driving While Lic Suspd,3,Low,2
9477,Female,25 - 45,27,Other,arrest case no charge,1,Medium,3
9478,Female,25 - 45,26,Hispanic,,0,Medium,2
9479,Male,Greater than 45,52,Caucasian,arrest case no charge,1,Low,1
9480,Male,Greater than 45,55,African-American,,0,Low,1
9481,Male,Less than 25,23,African-American,Grand Theft (Motor Vehicle),2,Medium,5
9482,Male,25 - 45,37,African-American,Felony Driving While Lic Suspd,4,Medium,2
9483,Male,25 - 45,37,African-American,arrest case no charge,16,High,3
9484,Female,25 - 45,41,Caucasian,Battery,1,Low,1
9485,Male,Greater than 45,51,Caucasian,Viol Injunct Domestic Violence,2,Low,1
9486,Male,Less than 25,20,African-American,Deliver Cannabis 1000FTSch,0,Medium,7
9487,Female,Greater than 45,45,Caucasian,Grand Theft in the 3rd Degree,0,Low,1
9488,Male,Less than 25,21,Caucasian,Battery,0,Low,7
9489,Male,Less than 25,24,Caucasian,Possession of Cannabis,0,Low,5
9490,Female,Less than 25,22,Caucasian,,0,Low,5
9491,Male,Less than 25,22,Caucasian,Battery,1,Medium,5
9492,Male,25 - 45,38,African-American,Battery,7,Medium,8
9493,Male,25 - 45,31,African-American,Forging Bank Bills/Promis Note,0,Medium,2
9494,Male,25 - 45,28,Caucasian,Possession Of Methamphetamine,0,Medium,4
9495,Male,Less than 25,21,Hispanic,Burglary Dwelling Occupied,2,Medium,8
9496,Male,25 - 45,30,Caucasian,Felony Battery (Dom Strang),0,Low,1
9497,Male,25 - 45,39,African-American,Unlawful Conveyance of Fuel,1,High,4
9498,Female,25 - 45,36,African-American,Battery,0,Low,3
9499,Male,25 - 45,34,African-American,Driving While License Revoked,22,Medium,2
9500,Male,25 - 45,32,Caucasian,arrest case no charge,2,Low,2
9501,Male,Greater than 45,45,Hispanic,Battery,0,Low,1
9502,Female,25 - 45,26,African-American,Battery,5,Medium,3
9503,Male,Greater than 45,57,Hispanic,,0,Medium,2
9504,Male,25 - 45,36,African-American,arrest case no charge,7,Medium,5
9505,Male,25 - 45,37,Caucasian,,0,Low,2
9506,Male,Less than 25,24,African-American,Battery,0,High,6
9507,Male,25 - 45,43,Caucasian,,0,Low,1
9508,Male,25 - 45,25,Asian,Dispense Optical Dev w/out Prescr,2,Medium,3
9509,Male,25 - 45,27,African-American,Poss Contr Subst W/o Prescript,9,Medium,6
9510,Male,Greater than 45,45,Caucasian,Possession of Cocaine,0,Low,1
9511,Male,25 - 45,30,Hispanic,arrest case no charge,0,Low,2
9512,Male,Greater than 45,61,African-American,arrest case no charge,8,Medium,3
9513,Male,25 - 45,43,African-American,arrest case no charge,2,Low,1
9514,Male,Greater than 45,48,Caucasian,arrest case no charge,2,Low,1
9515,Male,25 - 45,26,African-American,Deliver Cocaine,1,Low,3
9516,Male,25 - 45,32,African-American,arrest case no charge,7,Low,2
9517,Female,Greater than 45,57,Caucasian,Possession of Cocaine,2,Low,1
9518,Female,25 - 45,40,Caucasian,DUI Level 0.15 Or Minor In Veh,0,Low,1
9519,Male,25 - 45,33,Caucasian,Grand Theft in the 3rd Degree,6,Medium,6
9520,Male,Greater than 45,53,Hispanic,arrest case no charge,3,Medium,7
9521,Male,25 - 45,30,Caucasian,Tampering With Physical Evidence,3,Medium,3
9522,Male,25 - 45,36,African-American,Battery,8,High,5
9523,Male,25 - 45,30,African-American,Possession of Cocaine,2,Medium,3
9524,Male,25 - 45,29,Caucasian,Leave Acc/Attend Veh/More $50,1,High,10
9525,Male,25 - 45,41,Hispanic,arrest case no charge,1,Low,1
9526,Female,Less than 25,21,Caucasian,arrest case no charge,1,High,9
9527,Male,25 - 45,36,African-American,DUI Level 0.15 Or Minor In Veh,2,Low,2
9528,Male,Greater than 45,59,African-American,Fail Register Career Offender,17,Low,4
9529,Male,25 - 45,35,African-American,arrest case no charge,6,High,5
9530,Male,Greater than 45,49,Hispanic,Viol Injunction Protect Dom Vi,0,Low,1
9531,Male,25 - 45,26,Hispanic,arrest case no charge,5,High,9
9532,Male,Less than 25,21,African-American,Aggravated Assault w/Firearm,2,Medium,5
9533,Male,Less than 25,19,African-American,Grand Theft in the 3rd Degree,0,High,8
9534,Male,Greater than 45,49,African-American,Felony Driving While Lic Suspd,29,Medium,1
9535,Male,Less than 25,23,Hispanic,arrest case no charge,1,High,9
9536,Female,25 - 45,37,African-American,Battery,23,High,4
9537,Male,25 - 45,33,Hispanic,Battery,0,Low,1
9538,Male,Less than 25,20,African-American,arrest case no charge,1,Low,6
9539,Male,25 - 45,28,Caucasian,arrest case no charge,1,High,10
9540,Male,25 - 45,29,African-American,Pos Cannabis W/Intent Sel/Del,3,Low,2
9541,Male,25 - 45,25,African-American,"Poss 3,4 MDMA (Ecstasy)",1,Medium,4
9542,Male,Less than 25,20,African-American,arrest case no charge,2,High,7
9543,Male,Greater than 45,49,Caucasian,Felony/Driving Under Influence,9,Low,1
9544,Male,25 - 45,30,Caucasian,Battery,3,High,5
9545,Male,Greater than 45,55,African-American,Possession of Cocaine,5,Low,3
9546,Male,Less than 25,21,African-American,Possession of Cocaine,0,High,8
9547,Male,25 - 45,26,Caucasian,DUI Property Damage/Injury,0,Low,4
9548,Female,Greater than 45,52,Caucasian,arrest case no charge,6,Low,1
9549,Male,25 - 45,27,African-American,Battery,12,High,5
9550,Male,Greater than 45,52,African-American,arrest case no charge,16,High,5
9551,Male,Greater than 45,48,Caucasian,,0,Low,1
9552,Male,25 - 45,27,Hispanic,Grand Theft in the 3rd Degree,1,Medium,4
9553,Male,Greater than 45,60,Caucasian,DUI Property Damage/Injury,2,Low,1
9554,Male,25 - 45,44,Caucasian,Viol Injunct Domestic Violence,0,Low,1
9555,Male,25 - 45,29,Caucasian,,0,Low,6
9556,Male,25 - 45,30,Hispanic,Aggravated Assault W/Dead Weap,1,Low,2
9557,Female,25 - 45,25,African-American,Battery,2,Low,4
9558,Female,25 - 45,29,Caucasian,Possession of Cocaine,5,High,6
9559,Male,25 - 45,43,Hispanic,Felony Driving While Lic Suspd,4,Low,1
9560,Female,Less than 25,20,Caucasian,arrest case no charge,4,High,6
9561,Male,25 - 45,28,Caucasian,Possession of Oxycodone,3,Medium,7
9562,Male,25 - 45,39,African-American,Battery,3,Low,2
9563,Male,Less than 25,22,Caucasian,Solicitation On Felony 3 Deg,1,Medium,4
9564,Male,Less than 25,20,African-American,Grand Theft in the 3rd Degree,1,Medium,6
9565,Male,25 - 45,31,African-American,Aggravated Assault w/Firearm,9,Low,3
9566,Male,Less than 25,24,Caucasian,Possession of Cannabis,1,High,5
9567,Female,25 - 45,28,African-American,Arson in the First Degree,0,Low,4
9568,Male,25 - 45,35,African-American,arrest case no charge,10,Medium,1
9569,Male,25 - 45,30,Caucasian,Battery,0,Low,2
9570,Male,Less than 25,22,African-American,Burglary Conveyance Unoccup,0,Low,5
9571,Male,Greater than 45,49,African-American,Battery,0,Low,1
9572,Male,25 - 45,27,Hispanic,Grand Theft in the 3rd Degree,0,Low,3
9573,Male,Greater than 45,59,African-American,Possession of Cocaine,12,Medium,10
9574,Male,25 - 45,39,African-American,"Poss3,4 Methylenedioxymethcath",9,Medium,1
9575,Male,25 - 45,30,Caucasian,arrest case no charge,9,High,6
9576,Female,Greater than 45,46,Other,arrest case no charge,1,Low,1
9577,Male,Greater than 45,47,Other,Criminal Mischief>$200<$1000,3,Low,1
9578,Male,25 - 45,26,African-American,Aggravated Battery,5,Medium,6
9579,Male,25 - 45,33,African-American,arrest case no charge,3,Low,4
9580,Male,25 - 45,26,African-American,Driving While License Revoked,9,Medium,10
9581,Female,Less than 25,23,African-American,Burglary Conveyance Unoccup,0,Low,4
9582,Female,Less than 25,22,Caucasian,Battery,0,Low,4
9583,Male,Greater than 45,49,Caucasian,Resist/Obstruct W/O Violence,0,Low,1
9584,Female,Greater than 45,52,African-American,Felony Driving While Lic Suspd,0,Medium,3
9585,Male,25 - 45,43,African-American,arrest case no charge,19,High,2
9586,Female,Less than 25,22,African-American,Battery,0,Medium,5
9587,Male,Less than 25,24,Other,Felony Battery (Dom Strang),0,Low,3
9588,Male,Greater than 45,54,Caucasian,Corrupt Public Servant,0,Low,1
9589,Male,Greater than 45,50,African-American,Disorderly Intoxication,2,Medium,5
9590,Female,Less than 25,22,Hispanic,,0,Low,4
9591,Male,Less than 25,20,African-American,Grand Theft in the 3rd Degree,2,Medium,7
9592,Male,25 - 45,25,Caucasian,"Poss3,4 Methylenedioxymethcath",1,Low,5
9593,Female,Greater than 45,46,Caucasian,Cruelty Toward Child,0,Low,1
9594,Male,Greater than 45,52,African-American,Tampering With Physical Evidence,4,Medium,1
9595,Female,Greater than 45,53,Caucasian,Possession of Cocaine,1,Medium,1
9596,Male,25 - 45,26,African-American,arrest case no charge,1,High,6
9597,Male,Less than 25,22,Caucasian,Battery,0,Low,5
9598,Male,Greater than 45,49,Caucasian,Grand Theft Dwell Property,0,Medium,6
9599,Female,Less than 25,21,African-American,,0,Medium,5
9600,Male,25 - 45,38,Caucasian,Burglary Structure Unoccup,10,Low,1
9601,Female,25 - 45,36,Hispanic,Felony Driving While Lic Suspd,9,Low,1
9602,Female,Less than 25,22,Other,arrest case no charge,1,Low,4
9603,Female,25 - 45,34,African-American,Driving While License Revoked,5,Low,1
9604,Male,Less than 25,18,African-American,arrest case no charge,4,Medium,9
9605,Male,25 - 45,30,African-American,arrest case no charge,0,Low,2
9606,Female,25 - 45,26,Caucasian,Possession Of Alprazolam,3,Medium,4
9607,Male,Greater than 45,53,Caucasian,Disorderly Conduct,0,Low,1
9608,Female,Less than 25,23,Caucasian,Possession Of Methamphetamine,0,Medium,5
9609,Female,25 - 45,32,Hispanic,Prostitution/Lewd Act Assignation,8,Medium,2
9610,Male,Greater than 45,71,Caucasian,arrest case no charge,1,Low,1
9611,Male,Greater than 45,50,Other,Driving License Suspended,1,Low,1
9612,Male,25 - 45,44,Caucasian,Driving Under The Influence,1,Low,1
9613,Male,Greater than 45,53,Caucasian,Grand Theft in the 3rd Degree,9,Low,7
9614,Male,25 - 45,27,Hispanic,Felony Battery (Dom Strang),0,Low,3
9615,Male,Less than 25,22,African-American,Grand Theft in the 3rd Degree,4,Medium,7
9616,Male,25 - 45,27,African-American,Grand Theft In The 3Rd Degree,6,Medium,5
9617,Male,25 - 45,27,African-American,Poss Pyrrolidinovalerophenone,4,Low,2
9618,Male,25 - 45,25,Caucasian,Possession of Cocaine,2,Medium,7
9619,Male,Greater than 45,48,Caucasian,Felony Petit Theft,18,Medium,1
9620,Male,Less than 25,19,Caucasian,Possession of Cocaine,1,High,10
9621,Male,Greater than 45,53,Caucasian,Aggravated Assault W/dead Weap,0,Low,1
9622,Male,25 - 45,35,Caucasian,,0,Low,2
9623,Male,Greater than 45,52,Caucasian,arrest case no charge,18,Medium,4
9624,Male,25 - 45,39,African-American,Resist/Obstruct W/O Violence,0,Low,4
9625,Male,25 - 45,37,Other,arrest case no charge,2,Low,3
9626,Male,25 - 45,27,African-American,Possession of Cocaine,6,High,5
9627,Female,25 - 45,29,Caucasian,Possession of Hydromorphone,1,Low,2
9628,Female,Less than 25,21,African-American,Grand Theft in the 3rd Degree,2,High,8
9629,Female,Less than 25,24,African-American,Grand Theft in the 3rd Degree,7,High,7
9630,Male,25 - 45,33,Caucasian,Battery,0,Low,1
9631,Female,Less than 25,24,Caucasian,DUI Level 0.15 Or Minor In Veh,1,Low,4
9632,Male,Greater than 45,46,Caucasian,Possession of Oxycodone,1,Low,1
9633,Male,25 - 45,32,Hispanic,Driving While License Revoked,7,Medium,3
9634,Male,Less than 25,24,Hispanic,Lewd/Lasc Battery Pers 12+/<16,2,Low,4
9635,Female,25 - 45,38,Caucasian,Burglary Assault/Battery Armed,0,Low,1
9636,Male,25 - 45,30,African-American,Grand Theft (Motor Vehicle),13,High,9
9637,Female,Greater than 45,50,Caucasian,Driving Under The Influence,0,Low,5
9638,Female,Less than 25,22,Other,Crimin Mischief Damage $1000+,1,Medium,5
9639,Male,25 - 45,26,Hispanic,Battery,0,Low,2
9640,Male,25 - 45,26,African-American,Battery,27,High,10
9641,Male,Greater than 45,57,Caucasian,Lewd/Lasc Exhib Presence <16yr,2,Low,1
9642,Male,25 - 45,32,Caucasian,Felony Battery (Dom Strang),0,Low,2
9643,Male,25 - 45,43,Caucasian,arrest case no charge,0,Low,1
9644,Male,Less than 25,22,African-American,Possess Cannabis/20 Grams Or Less,0,Medium,6
9645,Male,25 - 45,26,Caucasian,arrest case no charge,1,Low,3
9646,Female,25 - 45,28,African-American,arrest case no charge,9,High,9
9647,Male,25 - 45,32,African-American,Possession of Cocaine,5,High,6
9648,Male,Greater than 45,51,Caucasian,Felony DUI (level 3),3,Low,3
9649,Male,25 - 45,31,Other,Tamper With Witness/Victim/CI,0,Low,1
9650,Male,25 - 45,30,African-American,Fleeing Or Attmp Eluding A Leo,7,Low,2
9651,Male,25 - 45,41,Hispanic,Felony Driving While Lic Suspd,3,Low,1
9652,Male,Greater than 45,63,Caucasian,Tampering With Physical Evidence,3,Low,1
9653,Male,Less than 25,24,Caucasian,Del Cannabis For Consideration,1,Medium,5
9654,Male,Greater than 45,48,African-American,Child Abuse,3,Low,1
9655,Male,25 - 45,26,Caucasian,Driving License Suspended,0,Low,3
9656,Male,25 - 45,31,African-American,Felony Driving While Lic Suspd,6,Low,2
9657,Female,Greater than 45,51,African-American,,0,Low,1
9658,Male,25 - 45,27,African-American,arrest case no charge,6,High,10
9659,Male,25 - 45,25,African-American,Assault,0,Low,4
9660,Female,Less than 25,24,African-American,arrest case no charge,1,Low,3
9661,Male,25 - 45,36,African-American,Burglary Unoccupied Dwelling,7,High,4
9662,Male,Greater than 45,56,Caucasian,Battery,3,Low,2
9663,Female,25 - 45,29,African-American,Battery,1,Low,3
9664,Female,25 - 45,30,Caucasian,arrest case no charge,3,Low,1
9665,Male,Less than 25,21,Caucasian,Burglary Conveyance Unoccup,1,Medium,6
9666,Male,Less than 25,21,African-American,Attempted Robbery  No Weapon,0,High,9
9667,Male,Less than 25,22,Caucasian,Burglary Conveyance Unoccup,1,Low,5
9668,Female,25 - 45,28,African-American,Battery,0,Low,2
9669,Male,25 - 45,35,African-American,Sell or Offer for Sale Counterfeit Goods,2,Low,1
9670,Male,Less than 25,23,Caucasian,Fleeing or Eluding a LEO,0,Low,5
9671,Female,Greater than 45,49,Caucasian,,0,Medium,1
9672,Male,Greater than 45,48,African-American,arrest case no charge,4,High,4
9673,Male,Greater than 45,49,African-American,arrest case no charge,14,Low,1
9674,Male,Less than 25,22,Caucasian,Battery,4,High,5
9675,Male,25 - 45,27,Hispanic,Felony Battery (Dom Strang),5,High,6
9676,Male,25 - 45,37,African-American,arrest case no charge,2,High,7
9677,Male,25 - 45,33,African-American,Aggravated Assault W/Dead Weap,0,Low,1
9678,Male,25 - 45,44,Caucasian,Battery,1,Low,1
9679,Male,Less than 25,22,African-American,arrest case no charge,2,Medium,5
9680,Female,25 - 45,44,African-American,arrest case no charge,1,Low,1
9681,Male,Less than 25,23,African-American,False Imprisonment,5,Medium,4
9682,Male,25 - 45,44,African-American,,0,Medium,1
9683,Male,Greater than 45,69,Other,Possession Child Pornography,1,Low,1
9684,Male,Greater than 45,49,African-American,,0,High,5
9685,Male,Less than 25,22,African-American,Battery,0,Medium,6
9686,Male,Less than 25,24,African-American,"Poss3,4 Methylenedioxymethcath",0,Low,3
9687,Male,25 - 45,44,African-American,arrest case no charge,2,Medium,4
9688,Male,Greater than 45,64,Caucasian,Felony Driving While Lic Suspd,5,Low,1
9689,Male,25 - 45,26,African-American,Fail Register Vehicle,4,Low,6
9690,Female,25 - 45,26,African-American,Exposes Culpable Negligence,0,Low,2
9691,Male,25 - 45,29,African-American,arrest case no charge,2,Medium,5
9692,Male,Greater than 45,69,Caucasian,Battery,0,Low,1
9693,Male,25 - 45,26,Hispanic,Possession of Cannabis,0,Low,2
9694,Male,25 - 45,35,Hispanic,arrest case no charge,1,High,5
9695,Male,25 - 45,30,Caucasian,Driving Under The Influence,1,Low,1
9696,Male,Less than 25,23,Caucasian,Felony Driving While Lic Suspd,3,High,9
9697,Male,25 - 45,25,African-American,Lve/Scen/Acc/Veh/Prop/Damage,2,Medium,4
9698,Male,Less than 25,23,African-American,Burglary Unoccupied Dwelling,1,Medium,5
9699,Male,25 - 45,42,Other,Armed Trafficking in Cannabis,1,Low,2
9700,Male,25 - 45,31,African-American,Driving While License Revoked,9,High,4
9701,Male,Less than 25,23,Caucasian,Pos Cannabis W/Intent Sel/Del,0,Low,4
9702,Male,Less than 25,23,Other,,0,Low,3
9703,Female,25 - 45,28,African-American,Burglary Dwelling Assault/Batt,0,Low,3
9704,Male,Less than 25,20,African-American,Grand Theft in the 3rd Degree,0,Low,6
9705,Male,25 - 45,41,Caucasian,Possession of Cocaine,3,High,6
9706,Female,Less than 25,24,Caucasian,Aggravated Battery / Pregnant,7,Medium,4
9707,Female,25 - 45,36,Other,Possession of Cocaine,6,Medium,2
9708,Male,25 - 45,37,African-American,Felony Driving While Lic Suspd,6,Low,1
9709,Female,Less than 25,21,African-American,Grand Theft in the 3rd Degree,1,High,9
9710,Male,25 - 45,27,African-American,Felony Battery w/Prior Convict,8,Medium,6
9711,Male,25 - 45,30,Caucasian,Battery,2,Low,4
